id,location_id,person_id,name,st_first,ad_hist,ad_city,post_code,coords_lat,coords_long,description,adult_child,assoc_gender,communist_party_member,communist_party_orbit,assoc_country,cntry_jamaica,cntry_grenada,cntry_usa,cntry_canada,cntry_trinidad,cntry_ghana,cntry_kenya,cntry_ethiopia,cntry_sierra_l,cntry_uk,cntry_guyana,cntry_virgin,cntry_barbados,cntry_dominica,cntry_nigeria,cntry_botswn,cntry_uganda,cntry_sa,cntry_stluc,cntry_sudan,cntry_somalia,cntry_mali,cntry_mauritius,cntry_panama,cntry_stvincent,cntry_belize,cntry_liberia,cntry_gambia,second_gen,third_gen,carib_born,namerica_born,africa_born,day_month_yr,month_yr,year_first,year_last,link,prim_source,citation,entrant
i0068,l0035,p0048,I. T. A. Wallace-Johnson,Trafalgar Square,,London,WC2N 5DN,51.508056,-0.128108,I. T. A. Wallace-Johnson was a Sierra Leonese activist who took part in the 1937 rallies here,adult,male,,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,September 1937,1937,1937,,,(James 2015: 45),WW 15/01/20
i0069,l0038,p0043,George Padmore,22 Cranleigh Street,,London,NW1 1PH,51.532824,-0.135646,George Padmore was a Trinidadian activist who lived here.,adult,male,,1,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1941,1957,,,(James 2015: 98),WW 15/01/20
i0070,l0039,p0049,Edric Connor,Broadcasting House,,London,W1A 1AA,51.518333,-0.143611,Edric Connor was a calypso singer and actor who gave talks on Trinidadian history and culture here at the BBC.,adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1945,1945,,,(Bidnall 2017: 1),WW 16/01/20
i0071,l0040,p0049,Edric Connor,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,Edric Connor was a calypso singer and actor who performed live here for TV in 1946.,adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,July 1946,1946,1946,,,(Bidnall 2017: 86),WW 16/01/20
i0072,l0040,p0050,Evelyn Dove,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,"Evelyn Dove was a black Londoner, singer and actress who performed live here for TV in 1946.",adult,female,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Sierra Leone,,,,,,July 1946,1946,1946,,,(Bidnall 2017: 86),WW 16/01/20
i0073,l0041,p0051,Cyril Blake,,Jig's Club,London,W1F 0TY,51.514223,-0.134448,"Cyril Blake was a Trinidadian jazz and calypso musician who performed here, including for a live Palophone performance presented by Harry Parry in December 1941",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1938,1941,,,(Bidnall 2017: 116),WW 16/01/20
i0074,l0248,p0052,Freddy Grant,22 Fairbairn Road,,London,,51.4737,-0.1082,Freddy Grant was a Guyanan jazz musician and calypso singer who joined the RAF in 1942 and lived here at the time of the 1939 Register,adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1939,,,,(1939 Register: RG101/0348I/004/9),OA 31/03/20
i0075,l0043,p0053,Ronald Clive Moody,,Arcade Gallery,London,W1S 4SR,51.509147,-0.141486,Ronald Clive Moody was a sculptor who exhibited his work 'Levels of Organization' here in 1946.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,May 1946,1946,1946,https://blogs.kcl.ac.uk/english/2019/12/04/ronald-moody-between-concrete-and-wood/,,(Bidnall 2017 148),WW 16/01/20
i0076,l0044,p0053,Ronald Clive Moody,The Adams Gallery,,London,W1S 3NJ,51.510336,-0.141197,Ronald Clive Moody was a sculptor who exhibited his work 'Head with Superimposed Mask' here in 1935.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,January 1935,1935,1935,https://blogs.kcl.ac.uk/english/2019/12/04/ronald-moody-between-concrete-and-wood/,,(Bidnall 2017 150),WW 16/01/20
i0077,l0045,p0054,Earl Cameron,,Charing Cross Hotel,London,WC2N 5HX,51.508411,-0.124744,Earl Cameron was a Barbadian actor and former merchant seaman whose first job in London was working here as a diswasher in 1940. He was hired only reluctantly and after looking for a long time elsewhere.,adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1940,1940,,,(King-Dorset 2014: 112),WW 16/01/20
i0078,l0046,p0054,Earl Cameron,Savoy Hotel,,London,WC2R 0EZ,51.510197,-0.120583,Earl Cameron was a Barbadian actor and former merchant seaman whose second job in London was working here as a dishwasher in 1942,adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1941,1942,,,(King-Dorset 2014: 113),WW 16/01/20
i0079,l0047,p0054,Earl Cameron,The Palace Theatre ,,London,W1D 5AY,51.512925,-0.129956,"Earl Cameron was a Barbadian actor and former merchant seaman who got his first role here in a 1942 production of ""Chu Chin Chow""",adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1942,1942,,,(Bidnall 2017: 177),WW 16/01/20
i0080,l0048,p0055,Winifred Atwell,Royal Academy of Music,,London,NW1 5HT,51.523371,-0.151721,Winifred Atwell was a Trinidadian pianist who came here to become a concert pianist in 1946.,adult,female,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1946,1947,,,(Oxford Companion 2007: 34),WW 16/01/20
i0081,l0049,p0056,Berto Pasuka,20th Century Theatre,,London,W11 2QA,51.513349,-0.203346,Berto Pasuka was a Jamaican choreographer and artistic director of Les Ballets Negres who presented their first season here on 30 April 1946. Les Ballets Negres laid the foundation for Carribean and African theatrical dance in Britain.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,30/04/1946,April 1946,1946,1946,,,(Oxford Companion 2007: 36),WW 16/01/20
i0082,l0029,p0057,Peter Blackman,,Aggrey House ,London,WC1N 2LX,51.52365,-0.11633,"Peter Blackman was a Marxist scholar, poet and chair of the Negro Welfare Association who came to London in 1938 and was on the committee at Aggrey House in 1940.",adult,male,1,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,https://angelacobbinah.wordpress.com/2013/10/25/peter-blackman-lost-and-found/,,(Matera 2015: 211),"WW 16/01/20, WW 31/01/20"
i0083,l0050,p0058,Denis Williams ,,Camberwell School of Art,London,SE5 8UF,51.474058,-0.080413,Denis Williams was a Guyanese painter and teacher who trained here in the mid-1940s,adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1946,1948,,,(Oxford Companion 2007: 88),WW 16/01/20
i0084,l0039,p0059,Una Marson,Broadcasting House,,London,W1A 1AA,51.518333,-0.143611,"Una Marson was a Jamaican journalist and media producer who named and produced the BBC series ""Caribbean Voices"", broadcast at this location from 1943. Marson returned to Jamaica in 1945 but the show continueD until 1958",adult,female,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1943,1945,,,(Oxford Companion 2007: 94),WW 16/01/20
i0085,l0051,p0049,Edric Connor,,East End Munitions Factory,London,,unknown,unknown,"Edric Connor was a calypso singer and actor who worked here on his arrival from Trinidad, were he made breech blocks for 3-inch guns",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1944,1944,,,(Bourne 2010: 94),OA 20/01/20
i0086,l0052,p0005,Jomo Kenyatta,London School of Economics,,London,WC2A 2AE,51.513889,-0.116667,Jomo Kenyatta was a Kenyan student and activist and the future president of an independent Kenya who briefly studied here on a course in 1935. Kenyatta's admission to LSE has been described as 'unexpected' as he lacked the usual required qualifications.,adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1935,1937,https://blogs.lse.ac.uk/lsehistory/2018/08/15/once-upon-a-time-when-jomo-kenyatta-was-a-student-at-lse/,,(Gikandi 2000: 9),WW 20/01/20
i0087,l0054,p0060,Ras Prince Monolulu,Victoria Memorial (Buckingham Palace),,London,SW1A 1AA,51.501596,-0.141209,"Ras Prince Monolulu, born Peter Carl Mackay, was a famous racing tipster who was in the crowds outside Buckingham Palace celebrating the end of the war in the Pacific.",adult,male,,,Virgin Islands,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,August 1945,1945,1945,https://www.youtube.com/watch?v=VL1KEWibuiw,,(Bourne 2010: 106),OA 20/01/20
i0088,l0055,p0006,Learie Constantine,The Bedford Hotel,,London,WC1B 4HD,51.520735,-0.123574,"Learie Constantine was a famous and accomplished Trinidadian cricketer who was relocated here following being refused entry in the Imperial Hotel. Constantine's new hotel was on the same road as the Imperial. Staff were ""moved"" to help him following Constantine's appeal to his ""Britishness""",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,30/07/1943,July 1943,1943,1943,,,(Rush 2002: 379),WW 20/01/20
i0089,l0040,p0023,Ulric Cross,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,Ulric Cross was a Trinidadian pilot and office who featured in the Ministry of Information film 'Hello! West Indies' detailing West Indian contributions in the RAF.,adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1943,1943,https://www.youtube.com/watch?v=cjKsRGgUa-c,Governmental,(Hello! West Indies 1943),OA 20/01/20
i0090,l0040,p0061,Al Jennings,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,Al Jennings was a Trinidadian Petty Officer who featured in and composed music for the Ministry of Information film 'Hello! West Indies' detailing West Indian contributions in the Navy.,adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1943,1943,https://www.youtube.com/watch?v=cjKsRGgUa-c,Governmental,(Hello! West Indies 1943),OA 20/01/20
i0091,l0040,p0006,Learie Constantine,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,"Learie Constantine was a famous and accomplished Trinidadian cricketer who featured in the Ministry of Information film 'Hello! West Indies' detailing West Indian contributions to the war, and in numerous radio broadcasts of ""Brains Trust"" show from 1943 onwards, as well as a 1942 radio programme on Calypso.",adult,male,,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1942,1943,https://www.youtube.com/watch?v=cjKsRGgUa-c,Governmental,"(Hello! West Indies 1943), (Mason 2008: 90)","OA 20/01/20, WW 23/01/20"
i0092,l0040,p0062,Ken Pereira,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,Ken Pereira was a sergeant who featured in the Ministry of Information film 'Hello! West Indies' detailing West Indian contributions in the army.,adult,male ,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1943,1943,https://www.youtube.com/watch?v=cjKsRGgUa-c,Governmental,(Hello! West Indies 1943),OA 20/01/20
i0093,l0040,p0063,Archie Lewis,Alexandra Palace,,London,N22 7AY,51.593889,-0.13,Archie Lewis was a Jamaican singer who sang the song 'Good-bye Little Girl' in the Ministry of Information film 'Hello! West Indies' detailing West Indian contributions to the war.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1943,1943,https://www.youtube.com/watch?v=cjKsRGgUa-c,Governmental,(Hello! West Indies 1943),OA 20/01/20
i0094,l0031,p0064,Alake Ladapo Ademola II ,62 Camden Road,,London,NW1 9DR,51.540539,-0.139921,"Ladapo Ademo was the Alake (king) of Abeokuta in southwest Nigeria, who visited Africa House in 1937 in order to give his support for the WASU",adult,male,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1937,1937,,,(Garigue 1953: 60),WW 20/01/20
i0095,l0057,p0048,I. T. A. Wallace-Johnson,,Privy Council Chamber,London,SW1A 2AS,51.503326,-0.126657,"I. T. A. Wallace-Johnson was a Sierra Leoneon activist who was here in 1937 to present an appeal for his conviction for ""writing and publishing a seditious editorial"". Wallace-Johnson returned home a year after his appearence, due to lack of funds and a dislike of London.",adult,male,1,,Sierra Leone,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1937,1937,,,(Spitzer and Denzer 1973: 445),WW 20/01/20
i0096,l0056,p0065,Omo-Oba Adenrule Ademola,Guy's Hospital,,London,SE1 9RT,51.503212,-0.086889,Omo-Oba Adenrule Ademola was the daughter of paramount chief in Nigeria who worked here in the late 1930s and the 1940s,adult,female,,,Nigeria,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1938,,,,(Bourne 2010: 111),OA 20/01/20
i0097,l0059,p0066,Frank Holder,,Hammersmith Palais,London,W6 7NL,51.494052,-0.224087,Frank Holder was a Guyananese musician who performed here in the middle years of the 1940s.,adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1945,1948,,,(Bourne 2012: 38),OA 20/01/20
i0098,l0060,p0066,Frank Holder,,Lyceum Ballroom,London,WC2E 7RQ,51.511493,-0.119794,Frank Holder was a Guyananese musician who performed here in the middle years of the 1940s.,adult,male,,,Guyana,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1945,1948,,,(Bourne 2012: 38),OA 20/01/20
i0099,l0061,p0067,Reginald Foresythe,,"400 Club, Leicester Square",London,WC2H 7LA,51.510274,-0.12941,Reginald Foresythe was a British musician who performed regularly at the 400 club in the 1930s.,adult,male,,,UK,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1934,1941,,,(Bourne 2012: 39),OA 20/01/20
i0100,l0061,p0028,Elisabeth Welch,,"400 Club, Leicester Square",London,WC2H 7LA,51.510274,-0.12941,"Elisabeth Welch was an American singer, actress and entertainer who watched Reginald Forsyth perform several times a week at the 400 club in Leicester Square in the 1930s",adult,female,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1934,1941,,,(Bourne 2012: 39),OA 20/01/20
i0101,l0062,p0068,Bill Strachan,,"Adastral House, Air Ministry Building",London,WC2B 4AE,51.513475,-0.117367,Bill Strachan was a Jamaican pilot who defied protocal and applied directly to join the RAF in 1940.,adult,male,,,Jamaica,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,March 1940,1940,1940,,,(Bourne 2012: 54),OA 20/01/20
i0102,l0064,p0003,C.L.R. James,59 Boundary Road ,,London,NW8 0JD,51.539187,-0.181555,"C.L.R. James was a Trinidadian historian and activist who lived here between 1933 and 1938. James had been living in the village of Nelson, Lancashire, where he helped Learie Constantine to write the later's autobiography.",adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1933,1938,,,(Schwarz 1996: 177),WW 20/01/20
i0103,l0063,p0023,Ulric Cross,Piccadilly Circus,,London,W1J 9HS,51.509969,-0.134885,Ulric Cross was a Trinidadian pilot and office who gathered at Piccadilly Circus at the end of the war.,adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,May 1945,1945,1945,,,(Bourne 2012: 61),OA 20/01/20
i0104,l0065,p0004,Kwame Nkrumah,60 Burghley Road,,London,NW5 1UH,51.555769,-0.14145,"Kwame Nkrumah was an African activist and the future president of an independent Ghana who stayed here between 1945 and 1947. Nkrumah had met CLR James in Harlem, who then introduced him by letter to Padmore.",adult,male,,1,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,May 1945,1945,1947,,,(Schwarz 1996: 177),WW 20/01/20
i0105,l0066,p0069,Seretse Khama,34 Adolphus Road,,London,N4 2AY,51.568019,-0.097299,Seretse Khama was the first president of Botswana who lived here in far from salubrious conditions in the mid 1940s.,adult,male,,,Botswana,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1946,1948,,,(Schwarz 1996: 178),WW 20/01/20
i0106,l0052,p0070,Eslanda Robeson,London School of Economics,,London,WC2A 2AE,51.513889,-0.116667,"Eslanda Robeson was an American anthropologist, author, actor and civil rights activist who studied Anthropology at LSE in the mid 1930s",adult,female,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1933,1938,http://www.lse.ac.uk/about-lse/lse-leading-women/biographies/eslanda-robeson,,(Schwarz 1996: 184),WW 20/01/20
i0107,l0078,p0071,Peter Mbiyu Koinage,,Student Movement House,London,,51.521337,-0.127485,Peter Mbiyu Koinage was a student from Kenya who stayed at the Student Movement House on Russell Square.,adult,male,,,Kenya,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,(Matera 2015: 11),OA 21/01/20
i0108,l0080,p0072,Ellis Thompson Jackson,,Shim Sham,London,,51.511388,-0.132186,Ellis Jackson was an African American trombone player who played at this Soho jazz club,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,(Matera 2015: 11),OA 21/01/20
i0109,l0028,p0073,Cab Kaye (Augustus Kwamlah Quaye),Cafe de Paris,,London,W1D 6BL,51.510451,-0.131883,Cab Kaye - Augustus Kwamlah Quaye - was a Ghanaian musician who briefly played in Ken 'Snakehips' Johnson's band at the Cafe de Paris in the early years of the war,adult,male,,,Ghana,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,(Matera 2015: 12),OA 21/01/20
i0111,l0072,p0057,Peter Blackman ,3 Primrose Hill Road,,London,,51.540181,-0.159308,"Peter Blackman was a Marxist scholar, poet and chair of the Negro Welfare Association who lived here.",adult,male,,,Barbados,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1938,1940,,,"(Matera 2015: 8, 211)","OA 21/01/20, WW 31/01/20"
i0112,l0073,p0077,Peter Abrahams,98 King Henry's Road,,London,,51.542119,-0.16646,Peter Abrahams was a South African novelist who lived here.,adult,male,,,South Africa,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,October 1940,1940,1947,,,"(Matera 2015: 8), (Killingray 2009: 395)","OA 21/01/20, WW 03/02/20"
i0113,l0080,p0082,Garland Wilson,,Shim Sham,London,,51.511388,-0.132186,Garland Wilson was a gay African American pianist who played regularly at the Shim Sham from the mid-1930s onwards.,adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,https://historicengland.org.uk/research/inclusive-heritage/lgbtq-heritage-project/meeting-and-socialising/bohemian-london/,,(Historic England Web),OA 21/01/20
i0114,l0084,p0083,Jimmie Daniels,,Ciro's club in Orange Street,London,,51.509021,-0.131546,"Jimmie Daniels was a gay African American performer who played at Ciro's club, including with Reginald Forsythe",adult,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,https://historicengland.org.uk/research/inclusive-heritage/lgbtq-heritage-project/meeting-and-socialising/bohemian-london/,,(Historic England Web),OA 21/01/20
i0115,l0023,p0002,Paul Robeson,Royal Albert Hall,,London,SW7 2AP,51.501002,-0.177527,"Paul Robeson was an American singer actor and socialist who performed his opening concert here in January 1935 and 1938 and spoke here to rally for Republican Spain in June 1937. Robeson had orginially planned on addressing the rally via Mosow radio, but Germany threatened to jam the broadcast.",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,January 1935,1935,1938,,,(Robeson Jr 2001: 223/ 292),WW 21/01/20
i0116,l0085,p0002,Paul Robeson,Leicester Square Theatre,,London,WC2H 7BX,51.511365,-0.130152,"Paul Robeson was an American singer actor and socialist whose film ""Sanders at the River"" debuted here in April 1935. Robeson left the movie theater halfway through, disgusted by the colonialism shown in the film. He was coaxed back by his wife Eslanda, also in attendence. ",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02/04/1935,April 1935,1935,1935,,,(Robeson Jr 2001: 224),WW 21/01/20
i0117,l0086,p0002,Paul Robeson,The Arts Theatre,,London,WC2H 7JB,51.511944,-0.1275,"Paul Robeson was an American singer actor and socialist who performed in ""Basalik"" here in April 1935. Basalisk was about an ""independent-minded African chief"" and ran for three days.",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,April 1935,1935,1935,,,(Robeson Jr 2001: 226),WW 21/01/20
i0118,l0087,p0002,Paul Robeson,The Embassy Theatre,,London,NW3 3HY,51.5442,-0.1738,"Paul Robeson was an American singer actor and socialist whose play ""Stevedore"" performed ran here in May 1935. Stevedore ran for two weeks.",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,06/06/1935,May 1935,1935,1935,,,(Robeson Jr 2001: 226),WW 21/01/20
i0119,l0088,p0002,Paul Robeson,19 Buckingham Street,,London,WC2N 6EF,51.508487,-0.123348,Paul Robeson was an American singer actor and socialist who lived here with his family in the mid-1930s,adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,January 1935,1935,1938,,,(Robeson Jr 2001: 236),WW 21/01/20
i0120,l0088,p0070,Eslanda Robeson,19 Buckingham Street,,London,WC2N 6EF,51.508487,-0.123348,"Eslanda Robeson was an American anthropologist, author, actor and civil rights activist who lived here with her family in the mid-1930s",adult,female,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,January 1935,1935,1938,,,(Robeson Jr 2001: 236),WW 21/01/20
i0121,l0088,p0084,Paul Robeson Jr.,19 Buckingham Street,,London,WC2N 6EF,51.508487,-0.123348,"Paul Robeson Jr. was the son of Paul and Eslanda who lived here with his parents in 1936, moving from Pittsfield, MA.",child,male,,,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,April 1936,1936,1938,,,(Robeson Jr 2001: 236),WW 21/01/20
i0122,l0089,p0002,Paul Robeson,,The Westminster Theatre,London,SW1E 5JA,51.49857,-0.14091,"Paul Robeson was an American singer actor and socialist who played the lead in CLR James' play ""Toussaint L'ouveture"" here in March 1936. The play recieved a largely negative reception and attracted few viewers.",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,March 1936,1936,1936,,,(Robeson Jr 2001: 239),WW 21/01/20
i0123,l0089,p0003,C.L.R. James,,The Westminster Theatre,London,SW1E 5JA,51.49857,-0.14091,"CLR James was a Trinidadian historian and activist whose play ""Toussaint L'ouveture"" performed here in March 1936. The play recieved a largely negative reception and attracted few viewers.",adult,male,1,,Trinidad,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,March 1936,1936,1936,,,(Robeson Jr 2001: 239),WW 21/01/20
i0124,l0090,p0002,Paul Robeson,,The Unity Theatre,London,WC1X 9JD,51.53013,-0.117788,"Paul Robeson was an American singer actor and socialist who helped to found the Unity Theatre and played without fee here in October 1937 and again in July 1938. The Unity Theatre was a ""worker's theatre"" and built as a working class cultural institution.",adult,male,,1,USA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,October 1937,1937,1938,,,(Robeson Jr 2001: 284/318),WW 21/01/20
